Washington University in Saint Louis (WashU),Washington University in Saint Louis (WashU)
Washington University in St Louis,Washington University in Saint Louis (WashU)
Washington University in St. Louis,Washington University in Saint Louis (WashU)
WashU,Washington University in Saint Louis (WashU)
WashU in St. Louis,Washington University in Saint Louis (WashU)
WashU STL,Washington University in Saint Louis (WashU)
Wayne State,Wayne State
Wayne state university,Wayne State
Wayne State University (MI),Wayne State
Wellesley College,Wellesley
Wesleyan,Wesleyan
Wesleyan University,Wesleyan
Wesleyan University,Wesleyan
West Chester University of PA,West Chester University
West Georgia,West Georgia
West Texas A&M,West Texas A&M
West Texas A&M University,West Texas A&M
West Texas A&M University,West Texas A&M
West Virginia,West Virginia
West Virginia ,West Virginia
West Virginia University,West Virginia
WEST VIRGINIA UNIVERSITY (WVU),West Virginia
WVU,West Virginia
West Virginia Wesleyan,West Virginia Wesleyan
West Virginia Wesleyan College,West Virginia Wesleyan
Western Carolina University,Western Carolina
Western Carolina,Western Carolina
Western Illinois,Western Illinois
Western Illinois University,Western Illinois
Western Kentucky,Western Kentucky
Western Kentucky University,Western Kentucky
Western Kentucky University ,Western Kentucky
WKU,Western Kentucky
Western Michigan,Western Michigan
Western Michigan,Western Michigan
Western Michigan University,Western Michigan
Western Michigan University ,Western Michigan
University of Western Ontario,Western Ontario
Western Ontario,Western Ontario
"WESTERN ONTARIO, UNIVERSITY OF WESTERN ONTARIO",Western Ontario
Western Washington,Western Washington
Western Washington University,Western Washington
Westminster College (MO),Westminster College (MO)
Wheaton College IL,Wheaton College
Whitman College,Whitman College
Wichita State,Wichita State
Wichita State University,Wichita State
Wilfrid Laurier University,Wilfrid Laurier University
Wilfrid Laurier University,Wilfrid Laurier University
Wilkes University,Wilkes University
College of William & Mary,William & Mary
William & Mary,William & Mary
William and Mary,William & Mary
William Peace University,William Peace University
Winthrop,Winthrop University
Winthrop University,Winthrop University
 University of Wisconsin,Wisconsin
Univ or Wisconsin-Madison,Wisconsin
University of Wisconsin,Wisconsin
Wisconsin,Wisconsin
Wisconsin,Wisconsin
Wisconsin ,Wisconsin
Wisconsin Badgers,Wisconsin
"WISCONSIN, UNIVERSITY OF WISCONSIN (BADGERS)",Wisconsin
Wittenberg University,Wittenberg University
Wofford College,Wofford
Wofford Terriers,Wofford
Wofford Terriers,Wofford
Worcester Polytechnic Institute,Worcester Polytechnic
WorkSmart University,Protect Trans Kids University
Worsham College of Mortuary Science,Worsham College
Wyoming,Wyoming
Xavier,Xavier
Xavier University,Xavier
Yale,Yale
Yale Bulldogs,Yale
YALE UNIVERSITY (BULLDOGS),Yale
Yeshiva University,Yeshiva University
York College of Pennsylvania,York College of Pennsylvania
YOUNGSTOWN STATE,Youngstown State
Youngstown State ,Youngstown State
Youngstown State University,Youngstown State
West Point,Army
Florida International University,FIU
University of hawaii,Hawai'i
University of New Mexico,New Mexico
ODU,Old Dominion
UNIVERSITY OF TEXAS AT EL PASO,UTEP
University of Wyoming,Wyoming
Youngstown State University,Youngstown State
UTC,Chattanooga
Kennesaw State. Add us to dropdown pls ty,Kennesaw State
Hawai'i,Hawai'i
Kennesaw State University,Kennesaw State
Augsburg University (MN),Augsburg University
This Machine Kills Fascists U,Protect Trans Kids University
Rosemont College,Rosemont College
Free Palestine University,Protect Trans Kids University
Orlando Predators,Protect Trans Kids University
Austin Community College,Protect Trans Kids University
Omaha,University of Nebraska-Omaha
UWF - University of West Florida,University of West Florida
Lakeland Muskies,Lakeland University
Ireland national rugby union team (IRFU),Ireland Rugby
California Institute of Integral Studies,California Institute of Integral Studies
Thiel College,Thiel College
Austin Peay State University,Austin Peay
Mustangs,Southern Methodist (SMU)
Karen,Stanford
Augustana University (SD),Augustana University
But also North Carolina Central University,Protect Trans Kids University
CU Buffs,Colorado
Protect Trans Kids,Protect Trans Kids University
University of Louisville,Louisville
Pacific Lutheran University,Pacific Lutheran University
Green Bay,Protect Trans Kids University
Cabrini College,Cabrini University
University of Alaska-Fairbanks,University of Alaska Fairbanks
University of Southern Mississippi,Southern Mississippi
Milwaukee Area Technical College Audio Department,Protect Trans Kids University
"St John's University, MN",St. John's (MN)
Babson College,Babson College
Scottsdale Community College,Protect Trans Kids University
Westminster College,Westminster College (PA)
St. John's (MN),St. John's (MN)
Eckerd College,Eckerd College
Wofford,Wofford
UW Eau Claire,UW Eau Claire
Kansas City Art Institute,Kansas City Art Institute
Wayne State University (Detroit),Wayne State
Southeastern Louisiana University,Southeastern Louisiana
Alpha Legion,Protect Trans Kids University
Old Dominion University,Old Dominion
Weber State,Weber State
Long Beach State (CSULB),Long Beach State
College of Charleston,College of Charleston
N Iowa,Northern Iowa
Go Birds University,Protect Trans Kids University
Humboldt State/Cal Poly Humboldt,Cal Poly Humboldt
Trinity University (TX),Trinity University (TX)
Chatham University (PA),Chatham University
York College of PA,York College of Pennsylvania
Bellarmine,Bellarmine University
United States Air Force Academy,Air Force
UM-St. Louis,University of Missouri-St. Louis
Canisius University,Canisius University
Radford,Radford
Mount Holyoke,Mount Holyoke
Cal Poly San Luis Obispo,Cal Poly
New College of Florida,New College of Florida
Manhattan University,Manhattan University
Liberty University,Liberty
University of Louisiana at Monroe,Louisiana Monroe
Washington and Lee University,Washington & Lee
Universtiy of Michigan,Michigan
UCLA Bruins,UCLA
"University of Nevada, Reno",Nevada
College of DuPage,Protect Trans Kids University
Elmhurst College,Elmhurst University
Make Spencer Golf in JNCOs University,Protect Trans Kids University
TCNJ,The College of New Jersey
"Oxford University, England",University of Oxford
Birmingham-Southern (dead) College (society),Birmingham-Southern College
Bloomsburg University,Bloomsburg University
University of Central Missouri,University of Central Missouri
Anna Maria Amcats,Anna Maria College
Lake Forest,Lake Forest College
UW La Crosse,UW La Crosse
Great American Conference,Protect Trans Kids University
St. Lawrence University,St. Lawrence University
St. Johns (NY),St. John's (NY)
Evergreen State College,Evergreen State College
THE University of Manitoba,University of Manitoba
Cortland State,SUNY Cortland
University of The Incarnate Word (uiw),University of the Incarnate Word
North Carolina Agricultural & Technical State University,North Carolina A&T
Gaziantep University (Turkey),Gaziantep University
Texas A&M University-Corpus Christi,Texas A&M-Corpus Christi
Indiana State,Indiana State University
University of Manitoba,University of Manitoba
University of Calgary,University of Calgary
Binghamton,Binghamton University
Mississippi College,Mississippi College
Bethany Lutheran College,Bethany Lutheran College
Christopher Newport University (CNU),Christopher Newport University
McGill University,McGill University
Colby College White Mules,Colby College
New Mexico State University,New Mexico State
University of Oxford,University of Oxford
Trinity Christian College,Trinity Christian College
Referees,Maryville College
Gudger College,Protect Trans Kids University
Randolph Field,Protect Trans Kids University
Duquesne,Duquesne University
Bell Biv DeVoe Dome,Northern Arizona
Boston University - Undefeated Since 1997!,Boston University
Salisbury University,Salisbury University
Sauk Valley Community College,Protect Trans Kids University
Long Beach Pyramid,Long Beach State
"Concordia University- Montreal, Quebec",Concordia University
Fairleigh Dickinson University,Fairleigh Dickinson
Round Valley High School,Protect Trans Kids University
UTSA  (Texas-San Antonio),UTSA
SIU-Cdale,Southern Illinois
Bloomsburg,Bloomsburg University
Earldom College,Protect Trans Kids University
Elmira College,Elmira College
"Queen Mary, University of London",Queen Mary University of London
Northern Kentucky University,Northern Kentucky
Harvey Mudd,Harvey Mudd
RCA DOME,Indiana
Notra Dame,Notre Dame
Cleveland Institute of Music,Cleveland Institute of Music
Seton Hall University,Seton Hall
East Texas A&M University,East Texas A&M University
Texas Womans University,Texas Woman's University
Lamar,Lamar University
Eastern Michigan Univeristy,Eastern Michigan
Lamar University,Lamar University
Portland State University,Portland State
Walsh University,Walsh University
Williams College,Williams College
College of Southern Maryland,Protect Trans Kids University
Kalamazoo,Kalamazoo College
Southern Methodist University SMU,Southern Methodist (SMU)
Springfield College,Springfield College
Conestoga College,Conestoga College
UMBC (University of Maryland Baltimore County),UMBC
Lidl-Trek pro cyclist Mads Pedersen,Protect Trans Kids University
UC Santa Cruz,UC Santa Cruz
St. Joseph College - Indiana,St. Joseph's College (IN)
Point Park University,Point Park University
The College of New Jersey,The College of New Jersey
Abolish Illinois Football,Protect Trans Kids University
Spring Hill,Spring Hill College
Allegheny College,Allegheny College
UC Merced,UC Merced
Trinity College (Hartford),Trinity College (CT)
Universit้ Paris-Dauphine,Université Paris Dauphine
TushPushU,Protect Trans Kids University
For Those of Us Who Think It's Weird to Have an Emotional Connection to a School,Protect Trans Kids University
Université Paris-Dauphine,Université Paris Dauphine
University of Vermont,Vermont
University of Portland,University of Portland
Bristol Community College - Attleboro,Protect Trans Kids University
The University Of Dayton,Dayton
Lewis & Clark College,Lewis & Clark College
YSU,Youngstown State
Saint Louis University -- I swear -- had a football team,Saint Louis University
Colby College,Colby College
Howard,Howard University
Virginia Military Institute,Virginia Military Institute
Francis Marion University,Francis Marion University
Indiana University of Pennsylvania (IUP),Indiana University of Pennsylvania
Cardinal Stritch University,Cardinal Stritch University
North Carolina Central University,North Carolina Central University
Katholieke Universiteit Leuven,Katholieke Universiteit Leuven
New Mexico Big Rig School,Protect Trans Kids University
Lake Superior State University,Lake Superior State University
University of San Francisco,University of San Francisco
Eastern Oregon University,Eastern Oregon
Embry Riddle,Embry-Riddle
Philadelphia Union,Protect Trans Kids University
Camden County College,Protect Trans Kids University
Leonor-Rhyne University,Lenoir-Rhyne University
Maryland Institute College of Art,Maryland Institute College of Art
Trinity (CT),Trinity College (CT)
Gettysburg Rugby,Gettysburg College
"Lafayette College - Easton, PA",Lafayette College
UCSF,UCSF
Scottish Rugby,Scottish Rugby
Georgia (UGA),Georgia
"U of Central Oklahoma","Central Oklahoma"
